car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Daihatsu Xenia,Daihatsu,2022,76918,Bogor,Manual,Petrol,1800,Good,Full Service Record,Never,Gray,3,121692492,2494696
Nissan Livina,Nissan,2016,123037,Jakarta Selatan,Automatic,Petrol,1500,Fair,Partial Service Record,Unknown,Gray,2,99806122,2046025
Daihatsu Ayla,Daihatsu,2022,52956,Depok,Manual,Petrol,1000,Good,Partial Service Record,Never,Blue,3,120053746,2461101
Honda City,Honda,2013,144648,Semarang,Automatic,Hybrid,1500,Excellent,Full Service Record,Minor Accident,Blue,2,145483782,2982417
Suzuki Ertiga,Suzuki,2018,70901,Depok,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,2,158562746,3250536
Nissan March,Nissan,2021,76428,Bandung,Automatic,Petrol,1500,Fair,Full Service Record,Unknown,Red,2,137155250,2811682
Mitsubishi Xpander,Mitsubishi,2025,4000,Bandung,Manual,Petrol,2000,Excellent,Unknown,Never,Silver,2,284054408,5823115
Hyundai Ioniq,Hyundai,2017,128531,Depok,Automatic,Petrol,1800,Good,Full Service Record,Unknown,Black,1,178350444,3656184
Honda CR-V,Honda,2013,141813,Bogor,Manual,Petrol,2000,Good,Full Service Record,Unknown,Blue,1,115862728,2375185
Honda HR-V,Honda,2012,172774,Tangerang,Manual,Petrol,1500,Good,Partial Service Record,Unknown,White,2,107841690,2210754
Toyota Yaris,Toyota,2022,41299,Bekasi,Manual,Petrol,2400,Good,Full Service Record,Unknown,Gray,3,208251793,4269161
Nissan March,Nissan,2013,177142,Medan,Automatic,Petrol,1800,Excellent,Unknown,Never,White,3,132431626,2714848
Honda CR-V,Honda,2015,137415,Semarang,Manual,Petrol,2000,Good,Full Service Record,Never,Silver,1,148707024,3048493
Mitsubishi Pajero,Mitsubishi,2024,59263,Bogor,Automatic,Diesel,2400,Good,Full Service Record,Unknown,Red,2,281401100,5768722
Honda CR-V,Honda,2014,124493,Depok,Manual,Hybrid,1000,Good,Unknown,Never,Silver,1,139393481,2857566
Toyota Rush,Toyota,2025,19449,Jakarta Selatan,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Black,3,280700391,5754358
Hyundai Creta,Hyundai,2014,144852,Jakarta Barat,Automatic,Petrol,1000,Good,Partial Service Record,Never,Gray,2,156908484,3216623
Toyota Rush,Toyota,2016,125038,Semarang,Automatic,Hybrid,1000,Good,Full Service Record,Unknown,Red,1,170666721,3498667
Daihatsu Sigra,Daihatsu,2025,40726,Jakarta Selatan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Black,2,150374246,3082672
Suzuki Baleno,Suzuki,2011,190535,Jakarta Selatan,Manual,Petrol,1800,Good,Partial Service Record,Never,Silver,2,70000000,1435000
Toyota Calya,Toyota,2015,111344,Jakarta Barat,Automatic,Hybrid,1000,Fair,Full Service Record,Never,Blue,2,180155555,3693188
Nissan Livina,Nissan,2017,117603,Semarang,Automatic,Petrol,1000,Good,Full Service Record,Never,White,3,117297824,2404605
Daihatsu Terios,Daihatsu,2015,124518,Padang,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Red,1,72653471,1489396
Nissan Livina,Nissan,2015,123479,Jakarta Selatan,Automatic,Petrol,1000,Good,Full Service Record,Never,Black,1,105484518,2162432
Mazda Mazda2,Mazda,2013,174825,Depok,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Black,1,184784098,3788074
Daihatsu Xenia,Daihatsu,2012,157157,Pekanbaru,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Red,2,70000000,1435000
Toyota Calya,Toyota,2014,137164,Jakarta Selatan,Automatic,Petrol,1500,Good,Full Service Record,Never,Silver,3,139133541,2852237
Nissan March,Nissan,2021,60583,Surabaya,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Blue,2,183336310,3758394
Nissan Livina,Nissan,2015,149031,Padang,Manual,Petrol,1200,Excellent,Full Service Record,Never,Blue,2,94932713,1946120
Daihatsu Sigra,Daihatsu,2011,190468,Jakarta Selatan,Manual,Petrol,1300,Good,Unknown,Never,Red,1,70000000,1435000
Nissan Livina,Nissan,2012,163780,Bogor,Automatic,Petrol,2400,Good,Partial Service Record,Never,Black,2,117597614,2410751
Mitsubishi Xpander,Mitsubishi,2022,43100,Tangerang,Automatic,Petrol,1200,Fair,Unknown,Never,Red,1,226286304,4638869
Mitsubishi Xpander,Mitsubishi,2018,75117,Bogor,Manual,Diesel,2400,Good,Full Service Record,Never,Gray,3,247263473,5068901
Honda Mobilio,Honda,2014,130322,Jakarta Utara,Automatic,Hybrid,2000,Good,Full Service Record,Never,Blue,2,168767973,3459743
Hyundai Stargazer,Hyundai,2012,156221,Bogor,Automatic,Electric,1200,Excellent,Partial Service Record,Never,Black,1,207877472,4261488
Honda CR-V,Honda,2019,81312,Makassar,Manual,Hybrid,2400,Excellent,Partial Service Record,Never,Red,2,241481474,4950370
Daihatsu Ayla,Daihatsu,2017,143761,Padang,Automatic,Petrol,2000,Good,Partial Service Record,Never,Gray,1,70700497,1449360
Hyundai Creta,Hyundai,2014,131841,Jakarta Barat,Automatic,Petrol,2000,Excellent,Full Service Record,Minor Accident,Silver,1,174755059,3582478
Mitsubishi Xpander,Mitsubishi,2017,102675,Jakarta Selatan,Manual,Petrol,2000,Excellent,Partial Service Record,Never,Blue,1,198098557,4061020
Mazda CX-5,Mazda,2011,143056,Tangerang,Automatic,Petrol,2000,Excellent,Unknown,Never,Black,1,201267944,4125992
Honda City,Honda,2016,130810,Jakarta Utara,Manual,Hybrid,2400,Good,Full Service Record,Never,White,1,183592580,3763647
Toyota Calya,Toyota,2013,127605,Surabaya,Automatic,Petrol,1800,Good,Full Service Record,Never,Silver,1,176335754,3614882
Toyota Yaris,Toyota,2021,43681,Surabaya,Manual,Diesel,1800,Excellent,Full Service Record,Never,Silver,2,228168208,4677448
Mazda Mazda2,Mazda,2012,186762,Padang,Manual,Petrol,1200,Good,Full Service Record,Never,Silver,1,156529007,3208844
Daihatsu Ayla,Daihatsu,2018,58111,Bandung,Automatic,Petrol,1500,Excellent,Unknown,Never,Blue,1,110462624,2264483
Mitsubishi Xpander,Mitsubishi,2015,133726,Pekanbaru,Automatic,Diesel,1500,Excellent,Full Service Record,Never,White,1,174254558,3572218
Nissan Livina,Nissan,2015,146416,Depok,Manual,Petrol,1300,Excellent,Full Service Record,Unknown,Black,2,100915466,2068767
Suzuki XL7,Suzuki,2013,183457,Jakarta Selatan,Automatic,Hybrid,1000,Good,Full Service Record,Never,Black,1,112653113,2309388
Toyota Innova,Toyota,2020,55438,Medan,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Gray,2,185068657,3793907
Mitsubishi Outlander,Mitsubishi,2013,144767,Bekasi,Manual,Petrol,1000,Good,Partial Service Record,Never,Gray,2,156954246,3217562
Honda HR-V,Honda,2011,212479,Jakarta Barat,Manual,Hybrid,1200,Excellent,Full Service Record,Never,Silver,3,128649460,2637313
Honda CR-V,Honda,2019,83548,Medan,Automatic,Hybrid,1300,Excellent,Full Service Record,Unknown,Silver,2,198610674,4071518
Toyota Calya,Toyota,2025,4000,Makassar,Automatic,Petrol,1000,Good,Full Service Record,Unknown,White,1,221388125,4538456
Mazda Mazda3,Mazda,2013,143085,Makassar,Automatic,Petrol,2000,Good,Full Service Record,Minor Accident,White,1,197647699,4051777
Daihatsu Ayla,Daihatsu,2016,102493,Surabaya,Manual,Petrol,2400,Excellent,Unknown,Never,Blue,1,100433977,2058896
Suzuki Ertiga,Suzuki,2017,100085,Medan,Automatic,Petrol,1000,Good,Full Service Record,Minor Accident,Black,1,77864373,1596219
Daihatsu Terios,Daihatsu,2017,127587,Jakarta Selatan,Manual,Petrol,2400,Excellent,Partial Service Record,Never,White,3,81410693,1668919
Mazda Mazda3,Mazda,2011,195979,Surabaya,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Red,1,171710630,3520067
Nissan Livina,Nissan,2023,14863,Pekanbaru,Automatic,Petrol,1300,Fair,Partial Service Record,Minor Accident,Silver,1,171566906,3517121
Mitsubishi Xpander,Mitsubishi,2017,111862,Depok,Automatic,Petrol,2400,Good,Partial Service Record,Unknown,Silver,1,184118188,3774422
Hyundai Ioniq,Hyundai,2015,124761,Surabaya,Automatic,Petrol,2400,Fair,Full Service Record,Never,Gray,1,160384794,3287888
Honda HR-V,Honda,2022,62083,Bekasi,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Black,3,228223939,4678590
Nissan X-Trail,Nissan,2023,33185,Bekasi,Manual,Petrol,2000,Excellent,Partial Service Record,Never,Silver,1,195901419,4015979
Hyundai Stargazer,Hyundai,2013,162687,Pekanbaru,Automatic,Petrol,1000,Good,Full Service Record,Never,Blue,1,151182888,3099249
Hyundai Creta,Hyundai,2025,9145,Medan,Manual,Electric,1800,Excellent,Full Service Record,Never,Blue,3,333252521,6831676
Honda Mobilio,Honda,2011,140632,Bogor,Manual,Petrol,2400,Fair,Full Service Record,Never,Black,2,88839407,1821207
Mazda CX-5,Mazda,2017,108846,Pekanbaru,Automatic,Petrol,1800,Excellent,Full Service Record,Never,White,2,246416253,5051533
Daihatsu Sigra,Daihatsu,2020,49108,Surabaya,Automatic,Petrol,1300,Excellent,Partial Service Record,Minor Accident,Gray,1,114056433,2338156
Daihatsu Ayla,Daihatsu,2018,109448,Depok,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Silver,1,78404230,1607286
Nissan X-Trail,Nissan,2011,167763,Jakarta Selatan,Automatic,Petrol,2000,Excellent,Unknown,Never,Red,2,102518861,2101636
Mitsubishi Xpander,Mitsubishi,2012,157109,Jakarta Selatan,Manual,Petrol,1800,Excellent,Full Service Record,Never,Silver,2,142853580,2928498
Daihatsu Sigra,Daihatsu,2022,47839,Pekanbaru,Automatic,Petrol,2400,Fair,Partial Service Record,Never,Black,1,120048560,2460995
Mazda Mazda2,Mazda,2016,130400,Jakarta Utara,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Black,1,252351962,5173215
Honda Jazz,Honda,2011,176944,Padang,Automatic,Hybrid,1200,Good,Unknown,Minor Accident,Blue,1,132074511,2707527
Mitsubishi Xpander,Mitsubishi,2025,41559,Jakarta Utara,Automatic,Diesel,1000,Good,Partial Service Record,Never,Blue,2,258350511,5296185
Nissan X-Trail,Nissan,2024,53678,Makassar,Automatic,Petrol,2000,Fair,Partial Service Record,Never,Black,3,170941244,3504295
Nissan Livina,Nissan,2018,126878,Padang,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Red,1,136152398,2791124
Daihatsu Ayla,Daihatsu,2012,163782,Semarang,Automatic,Petrol,1000,Good,Partial Service Record,Never,Black,2,70000000,1435000
Toyota Calya,Toyota,2014,117324,Pekanbaru,Automatic,Petrol,1000,Fair,Partial Service Record,Never,White,2,115607513,2369954
Daihatsu Sigra,Daihatsu,2013,177961,Bandung,Automatic,Petrol,1800,Fair,Partial Service Record,Never,Black,3,70000000,1435000
Daihatsu Xenia,Daihatsu,2018,88505,Pekanbaru,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,1,118674056,2432818
Honda Jazz,Honda,2023,36686,Jakarta Barat,Manual,Petrol,1000,Good,Full Service Record,Minor Accident,Silver,1,179960483,3689189
Nissan X-Trail,Nissan,2012,179309,Semarang,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Red,1,87572945,1795245
Toyota Calya,Toyota,2015,103120,Semarang,Manual,Hybrid,1500,Good,Full Service Record,Never,White,1,171568242,3517148
Suzuki Ertiga,Suzuki,2013,185324,Pekanbaru,Automatic,Petrol,1200,Excellent,Unknown,Never,Blue,2,70000000,1435000
Mazda CX-5,Mazda,2018,111749,Jakarta Barat,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Red,1,242123237,4963526
Suzuki XL7,Suzuki,2011,186340,Makassar,Automatic,Hybrid,1800,Good,Full Service Record,Minor Accident,Gray,2,123093760,2523422
Toyota Agya,Toyota,2017,124036,Padang,Automatic,Hybrid,1300,Good,Unknown,Minor Accident,Gray,1,193597215,3968742
Suzuki Karimun,Suzuki,2013,166025,Depok,Automatic,Petrol,1000,Fair,Partial Service Record,Never,Black,1,70000000,1435000
Honda HR-V,Honda,2016,122102,Makassar,Manual,Hybrid,1200,Good,Full Service Record,Unknown,Black,1,175594311,3599683
Daihatsu Terios,Daihatsu,2018,90460,Semarang,Manual,Petrol,2400,Good,Full Service Record,Never,Red,3,97096134,1990470
Suzuki Karimun,Suzuki,2013,142695,Jakarta Barat,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Black,2,136981628,2808123
Mazda CX-5,Mazda,2021,65169,Jakarta Utara,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Blue,2,285928062,5861525
Honda CR-V,Honda,2023,42501,Depok,Automatic,Hybrid,1500,Good,Full Service Record,Unknown,Silver,1,238472836,4888693
Daihatsu Xenia,Daihatsu,2016,139497,Bekasi,Manual,Petrol,2000,Fair,Full Service Record,Unknown,Gray,1,70000000,1435000
Toyota Fortuner,Toyota,2011,183611,Pekanbaru,Automatic,Hybrid,2000,Excellent,Full Service Record,Never,White,1,190320209,3901564
Mazda Mazda2,Mazda,2017,92642,Depok,Manual,Petrol,1200,Excellent,Full Service Record,Never,Gray,1,248412300,5092452
Mitsubishi Outlander,Mitsubishi,2023,7627,Bogor,Automatic,Petrol,1200,Fair,Partial Service Record,Never,Black,2,216846106,4445345
Daihatsu Sigra,Daihatsu,2017,105703,Tangerang,Manual,Petrol,2000,Excellent,Full Service Record,Never,Red,1,93785081,1922594
Nissan March,Nissan,2015,131505,Depok,Manual,Petrol,2000,Good,Full Service Record,Minor Accident,Black,1,98554069,2020358
Toyota Yaris,Toyota,2017,106234,Bogor,Automatic,Hybrid,1300,Excellent,Full Service Record,Unknown,White,1,202354552,4148268
Daihatsu Xenia,Daihatsu,2015,104450,Surabaya,Automatic,Petrol,1300,Good,Partial Service Record,Never,Gray,2,78129598,1601656
Honda HR-V,Honda,2014,163340,Pekanbaru,Automatic,Hybrid,2400,Fair,Full Service Record,Never,Silver,2,159270290,3265040
Hyundai Ioniq,Hyundai,2019,103307,Jakarta Utara,Manual,Electric,2000,Excellent,Full Service Record,Never,White,1,283592432,5813644
Toyota Rush,Toyota,2019,69180,Bogor,Manual,Diesel,2400,Excellent,Full Service Record,Never,Gray,2,221796124,4546820
Daihatsu Terios,Daihatsu,2014,158507,Pekanbaru,Manual,Petrol,1300,Excellent,Unknown,Minor Accident,Black,3,70000000,1435000
Daihatsu Xenia,Daihatsu,2024,41150,Makassar,Automatic,Petrol,1000,Good,Full Service Record,Never,White,3,123837264,2538663
Nissan March,Nissan,2025,12692,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Never,Silver,2,214119371,4389447
Hyundai Creta,Hyundai,2012,150927,Semarang,Automatic,Electric,1800,Excellent,Full Service Record,Never,Gray,1,219548734,4500749
Hyundai Creta,Hyundai,2018,125040,Bogor,Manual,Petrol,1200,Excellent,Full Service Record,Unknown,Red,2,204645832,4195239
Daihatsu Sigra,Daihatsu,2018,102856,Makassar,Automatic,Petrol,1300,Good,Full Service Record,Never,White,3,76254147,1563210
Suzuki Ertiga,Suzuki,2011,175481,Bandung,Manual,Petrol,2400,Excellent,Full Service Record,Unknown,Black,3,102238005,2095879
Nissan March,Nissan,2015,145911,Medan,Automatic,Petrol,1200,Good,Partial Service Record,Never,Silver,1,94615110,1939609
Toyota Rush,Toyota,2023,65199,Jakarta Utara,Manual,Hybrid,1800,Good,Full Service Record,Minor Accident,Blue,2,241137913,4943327
Mazda Mazda2,Mazda,2022,39051,Semarang,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Silver,1,289740602,5939682
Daihatsu Terios,Daihatsu,2017,120445,Bekasi,Automatic,Petrol,1500,Good,Full Service Record,Minor Accident,Blue,3,82643762,1694197
Hyundai Stargazer,Hyundai,2018,130976,Padang,Automatic,Electric,2000,Good,Unknown,Never,Red,1,258468314,5298600
Daihatsu Xenia,Daihatsu,2023,15901,Semarang,Automatic,Petrol,1800,Good,Full Service Record,Never,Red,1,145482627,2982393
Mitsubishi Pajero,Mitsubishi,2021,50113,Tangerang,Automatic,Petrol,2000,Good,Partial Service Record,Never,Gray,1,234047933,4797982
Honda Brio,Honda,2018,85238,Medan,Manual,Petrol,1300,Excellent,Unknown,Never,Black,1,169664740,3478127
Toyota Fortuner,Toyota,2017,105150,Surabaya,Automatic,Hybrid,1000,Excellent,Unknown,Never,Black,1,198241435,4063949
Mitsubishi Outlander,Mitsubishi,2023,32220,Makassar,Automatic,Diesel,1000,Good,Partial Service Record,Never,Blue,1,258127939,5291622
Mitsubishi Xpander,Mitsubishi,2022,53414,Tangerang,Automatic,Petrol,1800,Good,Full Service Record,Never,Silver,1,246895583,5061359
Honda HR-V,Honda,2013,141233,Tangerang,Manual,Hybrid,1200,Good,Full Service Record,Never,Blue,2,152132160,3118709
Mitsubishi Pajero,Mitsubishi,2019,72792,Depok,Automatic,Diesel,2000,Good,Full Service Record,Never,Silver,2,260171437,5333514
Mitsubishi Xpander,Mitsubishi,2021,65423,Bekasi,Manual,Petrol,1200,Excellent,Full Service Record,Never,White,1,235918415,4836327
Hyundai Stargazer,Hyundai,2012,170788,Bandung,Manual,Petrol,1500,Excellent,Full Service Record,Unknown,Silver,1,112179602,2299681
Nissan March,Nissan,2023,51733,Surabaya,Automatic,Petrol,1000,Good,Full Service Record,Never,Silver,1,161260370,3305837
Nissan X-Trail,Nissan,2018,103368,Semarang,Automatic,Petrol,1500,Good,Full Service Record,Never,White,1,145673096,2986298
Toyota Rush,Toyota,2024,37893,Jakarta Barat,Manual,Petrol,1200,Good,Partial Service Record,Never,Blue,1,211232642,4330269
Daihatsu Ayla,Daihatsu,2016,99426,Depok,Automatic,Petrol,1200,Good,Unknown,Never,Blue,1,70000000,1435000
Toyota Yaris,Toyota,2014,137098,Jakarta Utara,Manual,Hybrid,1000,Good,Full Service Record,Never,Black,1,134259779,2752325
Daihatsu Terios,Daihatsu,2021,93270,Jakarta Barat,Automatic,Petrol,1500,Fair,Partial Service Record,Minor Accident,Blue,1,93573750,1918261
Suzuki Ertiga,Suzuki,2022,55057,Surabaya,Manual,Petrol,1200,Fair,Full Service Record,Never,Black,2,120215624,2464420
Daihatsu Sigra,Daihatsu,2021,73453,Makassar,Automatic,Petrol,1500,Good,Unknown,Never,Red,1,95208168,1951767
Suzuki Karimun,Suzuki,2021,64909,Makassar,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Blue,3,152867538,3133784
Suzuki XL7,Suzuki,2016,127656,Surabaya,Manual,Petrol,1300,Excellent,Unknown,Unknown,White,1,79333646,1626339
Mazda CX-5,Mazda,2019,79843,Bandung,Automatic,Petrol,1000,Good,Partial Service Record,Never,White,2,236131194,4840689
Hyundai Ioniq,Hyundai,2025,76288,Medan,Automatic,Electric,1800,Fair,Unknown,Never,White,3,292840278,6003225
Suzuki Ertiga,Suzuki,2020,64869,Padang,Automatic,Petrol,1300,Good,Unknown,Unknown,Red,2,134614742,2759602
Mitsubishi Xpander,Mitsubishi,2013,155310,Tangerang,Automatic,Diesel,1200,Excellent,Full Service Record,Never,Blue,1,160469839,3289631
Suzuki Karimun,Suzuki,2012,124352,Semarang,Manual,Hybrid,1800,Excellent,Full Service Record,Unknown,Silver,1,117028979,2399094
Hyundai Ioniq,Hyundai,2013,175912,Surabaya,Automatic,Electric,1000,Good,Unknown,Never,White,3,167161160,3426803
Toyota Innova,Toyota,2011,170059,Semarang,Manual,Diesel,1300,Fair,Full Service Record,Minor Accident,Gray,2,123824061,2538393
Mitsubishi Xpander,Mitsubishi,2023,34905,Depok,Automatic,Diesel,2400,Excellent,Unknown,Never,Gray,1,297766167,6104206
Hyundai Ioniq,Hyundai,2018,86495,Depok,Automatic,Electric,2000,Good,Full Service Record,Minor Accident,White,2,269396985,5522638
Honda Jazz,Honda,2017,105503,Surabaya,Automatic,Hybrid,1500,Excellent,Full Service Record,Never,Gray,2,212509189,4356438
Hyundai Creta,Hyundai,2016,114883,Padang,Manual,Petrol,1000,Good,Partial Service Record,Unknown,White,1,164460545,3371441
Mazda CX-5,Mazda,2021,59225,Semarang,Automatic,Petrol,1300,Fair,Partial Service Record,Never,Silver,1,254322693,5213615
Daihatsu Xenia,Daihatsu,2016,119049,Padang,Manual,Petrol,1000,Good,Unknown,Unknown,Red,1,70000000,1435000
Toyota Calya,Toyota,2020,69224,Semarang,Automatic,Petrol,1000,Good,Unknown,Never,Silver,2,173823486,3563381
Mazda Mazda2,Mazda,2017,104978,Bekasi,Automatic,Petrol,1000,Good,Full Service Record,Unknown,White,3,241891299,4958771
Hyundai Creta,Hyundai,2011,203553,Jakarta Selatan,Automatic,Electric,1800,Excellent,Full Service Record,Minor Accident,Gray,1,185223284,3797077
Daihatsu Terios,Daihatsu,2013,171865,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Silver,2,73765046,1512183
Honda HR-V,Honda,2024,39973,Pekanbaru,Automatic,Hybrid,1200,Excellent,Full Service Record,Never,Blue,1,267120846,5475977
Suzuki Baleno,Suzuki,2016,106815,Tangerang,Automatic,Petrol,1000,Good,Partial Service Record,Never,White,2,105268452,2158003
Suzuki Karimun,Suzuki,2018,118622,Jakarta Utara,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Silver,2,122700737,2515365
Mazda CX-5,Mazda,2014,164369,Padang,Automatic,Petrol,2400,Good,Full Service Record,Never,Blue,1,213434667,4375410
Mitsubishi Xpander,Mitsubishi,2019,74038,Jakarta Barat,Manual,Diesel,1000,Good,Full Service Record,Never,Blue,2,204078250,4183604
Suzuki Ertiga,Suzuki,2018,123429,Jakarta Selatan,Automatic,Hybrid,1200,Excellent,Partial Service Record,Never,Red,1,153675300,3150343
Toyota Innova,Toyota,2019,71701,Surabaya,Manual,Diesel,2400,Fair,Unknown,Never,Black,1,183804071,3767983
Nissan March,Nissan,2012,134843,Padang,Manual,Petrol,2000,Good,Partial Service Record,Minor Accident,Blue,1,98006940,2009142
Toyota Agya,Toyota,2024,43827,Depok,Manual,Petrol,1300,Excellent,Full Service Record,Never,White,2,226853323,4650493
Nissan X-Trail,Nissan,2016,117848,Padang,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,Gray,1,136880804,2806056
