car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Suzuki Ertiga,Suzuki,2020,64869,Padang,Automatic,Petrol,1300,Good,Unknown,Unknown,Red,2,135000000,2767500
Mitsubishi Xpander,Mitsubishi,2013,155310,Tangerang,Automatic,Diesel,1200,Excellent,Full Service Record,Never,Blue,1,160000000,3280000
Suzuki Karimun,Suzuki,2012,124352,Semarang,Manual,Hybrid,1800,Excellent,Full Service Record,Unknown,Silver,1,117000000,2398500
Hyundai Ioniq,Hyundai,2013,175912,Surabaya,Automatic,Electric,1000,Good,Unknown,Never,White,3,168000000,3444000
Toyota Innova,Toyota,2011,170059,Semarang,Manual,Diesel,1300,Fair,Full Service Record,Minor Accident,Gray,2,124000000,2542000
Mitsubishi Xpander,Mitsubishi,2023,34905,Depok,Automatic,Diesel,2400,Excellent,Unknown,Never,Gray,1,298000000,6109000
Hyundai Ioniq,Hyundai,2018,86495,Depok,Automatic,Electric,2000,Good,Full Service Record,Minor Accident,White,2,270000000,5535000
Honda Jazz,Honda,2017,105503,Surabaya,Automatic,Hybrid,1500,Excellent,Full Service Record,Never,Gray,2,212000000,4346000
Hyundai Creta,Hyundai,2016,114883,Padang,Manual,Petrol,1000,Good,Partial Service Record,Unknown,White,1,165000000,3382500
Mazda CX-5,Mazda,2021,59225,Semarang,Automatic,Petrol,1300,Fair,Partial Service Record,Never,Silver,1,255000000,5227500
Daihatsu Xenia,Daihatsu,2016,119049,Padang,Manual,Petrol,1000,Good,Unknown,Unknown,Red,1,70000000,1435000
Toyota Calya,Toyota,2020,69224,Semarang,Automatic,Petrol,1000,Good,Unknown,Never,Silver,2,175000000,3587500
Mazda Mazda2,Mazda,2017,104978,Bekasi,Automatic,Petrol,1000,Good,Full Service Record,Unknown,White,3,242000000,4961000
Hyundai Creta,Hyundai,2011,203553,Jakarta Selatan,Automatic,Electric,1800,Excellent,Full Service Record,Minor Accident,Gray,1,185000000,3792500
Daihatsu Terios,Daihatsu,2013,171865,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Silver,2,74000000,1517000
Honda HR-V,Honda,2024,39973,Pekanbaru,Automatic,Hybrid,1200,Excellent,Full Service Record,Never,Blue,1,268000000,5494000
Suzuki Baleno,Suzuki,2016,106815,Tangerang,Automatic,Petrol,1000,Good,Partial Service Record,Never,White,2,105000000,2152500
Suzuki Karimun,Suzuki,2018,118622,Jakarta Utara,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Silver,2,123000000,2521500
Mazda CX-5,Mazda,2014,164369,Padang,Automatic,Petrol,2400,Good,Full Service Record,Never,Blue,1,212000000,4346000
Mitsubishi Xpander,Mitsubishi,2019,74038,Jakarta Barat,Manual,Diesel,1000,Good,Full Service Record,Never,Blue,2,205000000,4202500
Suzuki Ertiga,Suzuki,2018,123429,Jakarta Selatan,Automatic,Hybrid,1200,Excellent,Partial Service Record,Never,Red,1,152000000,3116000
Toyota Innova,Toyota,2019,71701,Surabaya,Manual,Diesel,2400,Fair,Unknown,Never,Black,1,185000000,3792500
Nissan March,Nissan,2012,134843,Padang,Manual,Petrol,2000,Good,Partial Service Record,Minor Accident,Blue,1,98000000,2009000
Toyota Agya,Toyota,2024,43827,Depok,Manual,Petrol,1300,Excellent,Full Service Record,Never,White,2,228000000,4674000
Nissan X-Trail,Nissan,2016,117848,Padang,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,Gray,1,137000000,2808500
Hyundai Stargazer,Hyundai,2023,53584,Bogor,Manual,Electric,1200,Good,Partial Service Record,Never,Red,1,272000000,5576000
Toyota Calya,Toyota,2016,106424,Depok,Automatic,Diesel,1000,Excellent,Full Service Record,Never,Gray,1,170000000,3485000
Mazda Mazda2,Mazda,2018,73288,Semarang,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Red,1,270000000,5535000
Daihatsu Xenia,Daihatsu,2018,118173,Makassar,Automatic,Petrol,2400,Good,Full Service Record,Minor Accident,Silver,2,104000000,2132000
Mazda CX-5,Mazda,2025,4000,Padang,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Gray,3,315000000,6457500
Toyota Agya,Toyota,2015,103901,Padang,Manual,Diesel,1500,Good,Full Service Record,Never,Black,3,134000000,2747000
Suzuki XL7,Suzuki,2011,145339,Surabaya,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Blue,1,79000000,1619500
Toyota Yaris,Toyota,2013,105699,Surabaya,Manual,Petrol,1200,Excellent,Partial Service Record,Unknown,Blue,2,139000000,2849500
Mazda Mazda2,Mazda,2020,53296,Makassar,Automatic,Petrol,1000,Fair,Partial Service Record,Never,Blue,2,232000000,4756000
Mazda CX-5,Mazda,2015,92950,Jakarta Utara,Automatic,Petrol,2000,Good,Full Service Record,Never,Blue,1,225000000,4612500
Mitsubishi Xpander,Mitsubishi,2020,71359,Jakarta Selatan,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,White,2,235000000,4817500
Mazda Mazda2,Mazda,2015,91744,Makassar,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,Red,1,235000000,4817500
Toyota Yaris,Toyota,2014,124303,Pekanbaru,Automatic,Petrol,2400,Good,Partial Service Record,Minor Accident,Red,2,129000000,2644500
Honda Jazz,Honda,2025,53977,Makassar,Manual,Hybrid,1200,Good,Full Service Record,Never,Silver,2,230000000,4715000
Mazda CX-5,Mazda,2015,138212,Jakarta Utara,Automatic,Petrol,2400,Excellent,Unknown,Never,Silver,1,245000000,5022500
Honda Brio,Honda,2021,60950,Medan,Automatic,Hybrid,2400,Excellent,Partial Service Record,Never,Red,3,255000000,5227500
Mitsubishi Pajero,Mitsubishi,2018,66826,Pekanbaru,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Silver,2,230000000,4715000
Toyota Agya,Toyota,2023,31579,Jakarta Utara,Manual,Hybrid,1300,Excellent,Partial Service Record,Never,Red,1,262000000,5371000
Daihatsu Sigra,Daihatsu,2023,36865,Padang,Manual,Petrol,1300,Good,Partial Service Record,Never,Gray,1,130000000,2665000
Hyundai Stargazer,Hyundai,2013,127106,Bandung,Automatic,Electric,1300,Good,Full Service Record,Never,White,1,228000000,4674000
Daihatsu Terios,Daihatsu,2015,134271,Depok,Manual,Petrol,2400,Excellent,Partial Service Record,Unknown,Black,1,70000000,1435000
Hyundai Ioniq,Hyundai,2020,93442,Medan,Manual,Petrol,1800,Good,Unknown,Minor Accident,Black,2,205000000,4202500
Toyota Yaris,Toyota,2016,113731,Medan,Automatic,Diesel,2400,Good,Full Service Record,Never,Black,3,182000000,3731000
Mitsubishi Pajero,Mitsubishi,2020,68449,Medan,Automatic,Diesel,2400,Good,Unknown,Never,Black,2,252000000,5166000
Suzuki XL7,Suzuki,2016,83242,Jakarta Utara,Manual,Petrol,1500,Excellent,Unknown,Never,Silver,1,99000000,2029500
Nissan Livina,Nissan,2012,142813,Surabaya,Automatic,Petrol,1800,Excellent,Unknown,Never,Red,1,99000000,2029500
Suzuki Baleno,Suzuki,2024,43038,Surabaya,Automatic,Hybrid,2400,Good,Unknown,Never,Silver,1,215000000,4407500
Mazda Mazda2,Mazda,2011,168092,Padang,Manual,Petrol,1200,Good,Full Service Record,Minor Accident,White,1,178000000,3649000
Honda Brio,Honda,2024,7265,Depok,Automatic,Hybrid,2000,Excellent,Partial Service Record,Never,Black,1,275000000,5637500
Honda City,Honda,2025,4000,Depok,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Gray,1,248000000,5084000
Honda CR-V,Honda,2019,82965,Medan,Manual,Hybrid,2400,Excellent,Partial Service Record,Never,Blue,1,212000000,4346000
Toyota Innova,Toyota,2017,87148,Jakarta Selatan,Manual,Petrol,1800,Excellent,Partial Service Record,Unknown,Blue,2,175000000,3587500
Hyundai Ioniq,Hyundai,2022,50277,Jakarta Utara,Automatic,Electric,1300,Fair,Full Service Record,Never,Black,1,270000000,5535000
Hyundai Creta,Hyundai,2022,23519,Depok,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Black,1,258000000,5289000
Honda CR-V,Honda,2013,169932,Bekasi,Automatic,Petrol,1300,Good,Full Service Record,Never,Black,1,114000000,2337000
Suzuki Karimun,Suzuki,2012,148972,Jakarta Utara,Automatic,Hybrid,1500,Excellent,Unknown,Minor Accident,Black,3,129000000,2644500
Mazda Mazda3,Mazda,2013,179764,Jakarta Barat,Manual,Petrol,2000,Fair,Unknown,Never,Blue,2,195000000,3997500
Mitsubishi Pajero,Mitsubishi,2016,119819,Jakarta Selatan,Automatic,Petrol,1200,Excellent,Unknown,Never,Black,1,202000000,4141000
Daihatsu Ayla,Daihatsu,2011,164778,Medan,Automatic,Petrol,1500,Fair,Full Service Record,Never,Gray,2,70000000,1435000
Nissan Livina,Nissan,2011,196406,Tangerang,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Red,2,122000000,2501000
Mazda CX-5,Mazda,2013,131259,Depok,Manual,Petrol,2400,Good,Partial Service Record,Never,Silver,2,195000000,3997500
Toyota Innova,Toyota,2018,86152,Jakarta Barat,Automatic,Diesel,1300,Excellent,Partial Service Record,Never,White,1,205000000,4202500
Mazda Mazda2,Mazda,2016,119998,Bandung,Automatic,Petrol,1800,Fair,Full Service Record,Never,White,1,212000000,4346000
Mazda Mazda2,Mazda,2017,105818,Surabaya,Manual,Petrol,1300,Good,Full Service Record,Unknown,Blue,1,210000000,4305000
Nissan X-Trail,Nissan,2020,35845,Jakarta Utara,Automatic,Petrol,1800,Good,Partial Service Record,Never,Blue,1,152000000,3116000
Mazda Mazda3,Mazda,2012,151428,Surabaya,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,1,225000000,4612500
Hyundai Creta,Hyundai,2020,75028,Tangerang,Automatic,Petrol,1000,Good,Partial Service Record,Never,Red,1,200000000,4100000
Mitsubishi Outlander,Mitsubishi,2012,144241,Depok,Automatic,Petrol,1200,Good,Partial Service Record,Never,Black,3,123000000,2521500
Nissan X-Trail,Nissan,2020,94795,Depok,Automatic,Petrol,1000,Excellent,Partial Service Record,Unknown,Blue,2,134000000,2747000
Suzuki Baleno,Suzuki,2020,80913,Jakarta Utara,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Silver,1,127000000,2603500
Nissan March,Nissan,2023,26743,Surabaya,Automatic,Petrol,1000,Fair,Full Service Record,Never,White,2,152000000,3116000
Hyundai Ioniq,Hyundai,2011,176034,Bekasi,Automatic,Electric,1800,Fair,Unknown,Unknown,Red,1,155000000,3177500
Mitsubishi Pajero,Mitsubishi,2020,105508,Depok,Automatic,Diesel,1200,Good,Partial Service Record,Unknown,Black,1,222000000,4551000
Hyundai Stargazer,Hyundai,2021,76847,Makassar,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Blue,1,252000000,5166000
Mitsubishi Xpander,Mitsubishi,2011,186843,Bandung,Automatic,Petrol,1000,Excellent,Full Service Record,Never,White,2,137000000,2808500
Toyota Fortuner,Toyota,2020,46520,Depok,Automatic,Hybrid,2400,Good,Full Service Record,Unknown,Red,3,255000000,5227500
Suzuki Baleno,Suzuki,2024,53333,Pekanbaru,Automatic,Hybrid,1800,Good,Full Service Record,Unknown,Gray,2,210000000,4305000
Hyundai Ioniq,Hyundai,2018,114943,Jakarta Utara,Automatic,Petrol,2400,Good,Full Service Record,Never,Red,1,195000000,3997500
Mazda Mazda2,Mazda,2022,45328,Pekanbaru,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Blue,1,278000000,5699000
Nissan March,Nissan,2014,134105,Medan,Manual,Petrol,1500,Fair,Full Service Record,Never,Blue,1,70000000,1435000
Suzuki Baleno,Suzuki,2020,68617,Jakarta Utara,Automatic,Hybrid,1300,Excellent,Full Service Record,Never,Black,1,168000000,3444000
Hyundai Creta,Hyundai,2014,122365,Jakarta Utara,Automatic,Petrol,1500,Fair,Full Service Record,Unknown,Black,1,162000000,3321000
Toyota Innova,Toyota,2019,75525,Depok,Automatic,Diesel,1500,Excellent,Partial Service Record,Unknown,Silver,2,230000000,4715000
Hyundai Ioniq,Hyundai,2019,97736,Semarang,Automatic,Petrol,1200,Good,Unknown,Minor Accident,Black,1,195000000,3997500
Toyota Calya,Toyota,2012,135462,Jakarta Barat,Manual,Petrol,1000,Good,Full Service Record,Never,White,2,107000000,2193500
Toyota Fortuner,Toyota,2017,102346,Pekanbaru,Automatic,Hybrid,1500,Good,Unknown,Never,Gray,1,210000000,4305000
Hyundai Creta,Hyundai,2016,122047,Padang,Automatic,Electric,1200,Good,Full Service Record,Never,Blue,1,242000000,4961000
Hyundai Ioniq,Hyundai,2015,133864,Depok,Manual,Petrol,2000,Excellent,Full Service Record,Never,Red,1,188000000,3854000
Suzuki Baleno,Suzuki,2022,26779,Semarang,Manual,Petrol,1800,Excellent,Full Service Record,Never,White,1,155000000,3177500
Mazda Mazda2,Mazda,2013,134721,Bandung,Automatic,Petrol,1000,Excellent,Unknown,Minor Accident,White,3,180000000,3690000
Mitsubishi Xpander,Mitsubishi,2024,43604,Bogor,Automatic,Diesel,1200,Good,Unknown,Unknown,Gray,1,260000000,5330000
Honda City,Honda,2015,109958,Pekanbaru,Automatic,Petrol,2400,Excellent,Unknown,Never,Red,2,172000000,3526000
Mazda Mazda2,Mazda,2013,174155,Tangerang,Manual,Petrol,1000,Excellent,Partial Service Record,Never,Blue,2,198000000,4059000
Toyota Yaris,Toyota,2020,63317,Jakarta Selatan,Automatic,Diesel,1500,Excellent,Partial Service Record,Never,Red,1,232000000,4756000
Nissan Livina,Nissan,2016,139436,Jakarta Selatan,Manual,Petrol,2400,Excellent,Unknown,Never,Red,1,133000000,2726500
Nissan Livina,Nissan,2012,160420,Makassar,Manual,Petrol,2000,Good,Full Service Record,Never,Black,1,70000000,1435000
Honda CR-V,Honda,2020,51003,Tangerang,Manual,Hybrid,1300,Fair,Partial Service Record,Unknown,Red,2,188000000,3854000
Mitsubishi Xpander,Mitsubishi,2011,195417,Jakarta Utara,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Black,1,170000000,3485000
Suzuki Karimun,Suzuki,2016,119686,Jakarta Barat,Automatic,Hybrid,2400,Excellent,Unknown,Never,Red,1,182000000,3731000
Mazda Mazda2,Mazda,2014,170074,Bekasi,Automatic,Petrol,1300,Excellent,Full Service Record,Minor Accident,Red,3,228000000,4674000
Suzuki XL7,Suzuki,2013,172059,Tangerang,Automatic,Petrol,2000,Fair,Partial Service Record,Never,Black,2,73000000,1496500
Mitsubishi Xpander,Mitsubishi,2019,79870,Pekanbaru,Manual,Diesel,1500,Excellent,Full Service Record,Never,White,2,235000000,4817500
Toyota Avanza,Toyota,2023,27905,Jakarta Selatan,Automatic,Hybrid,2000,Excellent,Full Service Record,Never,Black,1,268000000,5494000
Honda Mobilio,Honda,2024,24420,Tangerang,Manual,Hybrid,1800,Excellent,Unknown,Never,Gray,1,260000000,5330000
Toyota Avanza,Toyota,2015,135423,Surabaya,Manual,Hybrid,1300,Good,Unknown,Never,White,3,188000000,3854000
Daihatsu Terios,Daihatsu,2019,68128,Jakarta Selatan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Red,1,97000000,1988500
Daihatsu Terios,Daihatsu,2020,87154,Tangerang,Automatic,Petrol,1500,Good,Full Service Record,Never,Silver,1,108000000,2214000
Nissan March,Nissan,2025,4847,Bandung,Automatic,Petrol,2400,Fair,Partial Service Record,Never,Silver,1,198000000,4059000
Mazda Mazda3,Mazda,2020,64385,Surabaya,Automatic,Petrol,1300,Good,Full Service Record,Unknown,Silver,1,272000000,5576000
Mazda CX-5,Mazda,2023,26267,Depok,Automatic,Petrol,2000,Excellent,Unknown,Never,Black,1,320000000,6560000
Mitsubishi Pajero,Mitsubishi,2017,112158,Bogor,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Red,2,220000000,4510000
Mazda CX-5,Mazda,2017,95543,Depok,Manual,Petrol,2000,Excellent,Unknown,Never,Black,1,230000000,4715000
Mitsubishi Pajero,Mitsubishi,2012,170429,Bandung,Manual,Diesel,1200,Fair,Partial Service Record,Never,Gray,3,128000000,2624000
Mitsubishi Outlander,Mitsubishi,2021,109798,Bekasi,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,White,2,232000000,4756000
Daihatsu Ayla,Daihatsu,2021,59035,Semarang,Manual,Petrol,1500,Good,Full Service Record,Never,Silver,1,115000000,2357500
Toyota Innova,Toyota,2025,4187,Jakarta Barat,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Gray,2,252000000,5166000
Nissan Livina,Nissan,2019,53981,Semarang,Manual,Petrol,1000,Good,Full Service Record,Never,Black,1,136000000,2788000
Suzuki Karimun,Suzuki,2023,36903,Jakarta Selatan,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Blue,1,180000000,3690000
Toyota Fortuner,Toyota,2013,136033,Surabaya,Manual,Hybrid,2400,Excellent,Full Service Record,Never,Red,1,172000000,3526000
Suzuki Ertiga,Suzuki,2022,41239,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Unknown,Red,3,155000000,3177500
Nissan X-Trail,Nissan,2015,134728,Depok,Automatic,Petrol,1500,Good,Partial Service Record,Never,Black,3,83000000,1701500
Suzuki XL7,Suzuki,2021,28842,Bandung,Manual,Petrol,1800,Excellent,Full Service Record,Minor Accident,Red,1,178000000,3649000
Hyundai Ioniq,Hyundai,2024,26834,Tangerang,Automatic,Petrol,1500,Fair,Full Service Record,Never,Blue,1,218000000,4469000
Hyundai Ioniq,Hyundai,2025,17481,Bogor,Automatic,Electric,1200,Excellent,Partial Service Record,Unknown,Gray,3,315000000,6457500
Daihatsu Terios,Daihatsu,2018,72652,Tangerang,Manual,Petrol,1300,Good,Full Service Record,Never,Black,1,82000000,1681000
Mazda Mazda2,Mazda,2021,52938,Surabaya,Automatic,Petrol,1000,Good,Unknown,Never,Blue,2,260000000,5330000
Hyundai Creta,Hyundai,2019,51048,Depok,Automatic,Petrol,1200,Excellent,Unknown,Never,Red,2,218000000,4469000
Toyota Calya,Toyota,2025,40359,Pekanbaru,Automatic,Petrol,1000,Excellent,Unknown,Unknown,Silver,1,232000000,4756000
Toyota Innova,Toyota,2021,65950,Jakarta Utara,Manual,Petrol,1200,Excellent,Full Service Record,Never,Red,1,200000000,4100000
Suzuki Baleno,Suzuki,2023,32767,Jakarta Selatan,Automatic,Petrol,1500,Good,Partial Service Record,Never,Black,1,165000000,3382500
Daihatsu Terios,Daihatsu,2025,9058,Jakarta Barat,Manual,Petrol,1500,Excellent,Full Service Record,Never,Black,1,155000000,3177500
Hyundai Stargazer,Hyundai,2025,32365,Jakarta Barat,Automatic,Electric,1200,Excellent,Full Service Record,Never,Black,1,325000000,6662500
Suzuki Karimun,Suzuki,2019,82305,Pekanbaru,Automatic,Hybrid,2000,Good,Full Service Record,Minor Accident,Gray,1,145000000,2972500
Hyundai Ioniq,Hyundai,2011,185954,Depok,Automatic,Electric,1000,Good,Full Service Record,Never,Gray,1,185000000,3792500
Mitsubishi Outlander,Mitsubishi,2020,99335,Makassar,Automatic,Petrol,2000,Good,Full Service Record,Never,White,2,228000000,4674000
Suzuki Ertiga,Suzuki,2017,101768,Depok,Manual,Petrol,2000,Fair,Full Service Record,Never,Blue,2,99000000,2029500
Nissan Livina,Nissan,2023,16332,Jakarta Selatan,Manual,Petrol,1300,Good,Partial Service Record,Never,Gray,1,175000000,3587500
Nissan March,Nissan,2021,45158,Jakarta Selatan,Automatic,Petrol,1300,Good,Partial Service Record,Minor Accident,Blue,3,162000000,3321000
Suzuki Ertiga,Suzuki,2021,85715,Depok,Manual,Petrol,1800,Good,Unknown,Never,Silver,1,137000000,2808500
Suzuki XL7,Suzuki,2022,49645,Jakarta Utara,Automatic,Hybrid,1500,Good,Partial Service Record,Never,White,2,192000000,3936000
Hyundai Ioniq,Hyundai,2014,134958,Depok,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,White,2,190000000,3895000
Daihatsu Xenia,Daihatsu,2020,89525,Depok,Automatic,Petrol,1200,Excellent,Unknown,Never,Red,1,129000000,2644500
Daihatsu Ayla,Daihatsu,2011,197963,Bogor,Manual,Petrol,1800,Excellent,Partial Service Record,Minor Accident,Silver,2,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2014,135438,Jakarta Selatan,Manual,Petrol,1300,Excellent,Unknown,Never,Blue,1,172000000,3526000
Toyota Calya,Toyota,2015,114505,Jakarta Barat,Manual,Diesel,1000,Excellent,Full Service Record,Unknown,Black,3,170000000,3485000
Mazda Mazda2,Mazda,2013,127730,Surabaya,Automatic,Petrol,2400,Fair,Unknown,Unknown,White,1,200000000,4100000
Suzuki Ertiga,Suzuki,2012,135709,Semarang,Automatic,Hybrid,1800,Good,Full Service Record,Never,Black,1,96000000,1968000
Hyundai Stargazer,Hyundai,2023,31230,Bandung,Automatic,Petrol,1300,Good,Full Service Record,Never,Red,2,228000000,4674000
Daihatsu Xenia,Daihatsu,2016,103922,Pekanbaru,Manual,Petrol,1500,Good,Partial Service Record,Unknown,Blue,3,76000000,1558000
Nissan March,Nissan,2023,69452,Bandung,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Silver,2,185000000,3792500
Toyota Fortuner,Toyota,2021,61053,Bandung,Automatic,Hybrid,2000,Excellent,Full Service Record,Minor Accident,Silver,1,260000000,5330000
Nissan X-Trail,Nissan,2016,85041,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Never,Blue,1,126000000,2583000
Suzuki Karimun,Suzuki,2014,169537,Jakarta Barat,Automatic,Petrol,1000,Good,Full Service Record,Never,Blue,2,75000000,1537500
Mazda CX-5,Mazda,2012,170910,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Never,White,1,175000000,3587500
Toyota Yaris,Toyota,2018,108689,Padang,Manual,Petrol,1500,Excellent,Partial Service Record,Never,White,1,182000000,3731000
Nissan March,Nissan,2012,180276,Padang,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Silver,1,70000000,1435000
Mazda Mazda3,Mazda,2019,89338,Bogor,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Gray,1,275000000,5637500
Mazda Mazda2,Mazda,2024,33420,Semarang,Automatic,Petrol,1300,Excellent,Unknown,Minor Accident,Blue,2,300000000,6150000
Toyota Yaris,Toyota,2021,64297,Jakarta Utara,Automatic,Petrol,1000,Fair,Full Service Record,Minor Accident,Gray,2,172000000,3526000
